step,time,factor,applied,class_skipped,raw_max,raw_mean,used_max,used_mean,pre_accel_max,ratio_max,confining_ref,limited,relaxed,cap_min,lateral_used_max,cap_edge_used_max,interior_used_max,case,label,operator,mode,class_filter,stabilized,lsq_solved,lsq_fallback,lsq_cond_min,lsq_cond_mean,lsq_cond_max
9.0,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97764
10.0,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97764
11.0,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97765
12.0,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97765
13.0,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97765
14.0,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97766
15.0,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97766
16.0,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97766
17.0,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97766
18.0,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97766
19.0,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97766
20.0,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97766
21.0,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97766
22.0,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97765
23.0,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97765
24.0,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97765
25.0,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97764
26.0,0.00301626,0.01084,63.0,344.0,1.33285,0.940293,0.266569,0.188059,0.126934,0.138373,1.92645,0.0,63.0,48.1614,0.0,0.0,0.266569,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97764
27.0,0.0031168,0.0778673,63.0,344.0,8.62987,6.25402,2.10912,1.52131,0.185525,1.09482,1.92646,0.0,63.0,48.1614,0.0,0.0,2.10912,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97764
28.0,0.00321734,0.144895,63.0,344.0,13.816,10.1992,5.49098,4.01271,0.494949,2.85031,1.92645,0.0,63.0,48.1614,0.0,0.0,5.49098,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97764
29.0,0.00331788,0.211922,63.0,344.0,14.3933,10.3394,8.60241,6.2624,1.27983,4.46541,1.92645,0.0,63.0,48.1614,0.0,0.0,8.60241,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97763
30.0,0.00341842,0.278948,63.0,344.0,12.2572,9.6396,10.2511,7.5357,2.3004,4.71199,1.92645,0.0,63.0,48.1613,0.0,0.0,10.2511,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97763
31.0,0.00351896,0.345973,63.0,344.0,16.0916,11.0865,7.86549,4.92459,3.35184,3.00184,1.92645,0.0,63.0,48.1613,0.0,0.0,7.86549,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97763
32.0,0.00361949,0.412996,63.0,344.0,52.4187,40.7889,11.4985,8.06352,3.6647,5.72146,1.92645,0.0,63.0,48.1612,0.0,0.0,11.4985,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97763
33.0,0.00372003,0.480018,63.0,344.0,74.4907,61.0849,29.9502,23.3832,3.05926,15.5469,1.92645,0.0,63.0,48.1612,0.0,0.0,29.9502,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97763
34.0,0.00382056,0.54704,63.0,344.0,65.5659,39.4361,35.4644,29.7968,4.36642,15.6617,1.92645,0.0,63.0,48.1613,0.0,0.0,35.4644,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97763
35.0,0.00392109,0.614059,63.0,344.0,178.788,146.774,46.2464,24.7487,6.60568,24.0059,1.92646,0.0,63.0,48.1616,0.0,0.0,46.2464,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97763
36.0,0.0040216,0.681069,63.0,344.0,393.671,309.446,50.0,49.2043,7.4767,20.7183,1.92647,60.0,63.0,48.1618,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97763
37.0,0.00412212,0.748077,63.0,344.0,379.218,298.893,50.0,47.1497,16.1013,25.0,1.92647,58.0,63.0,48.1618,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97763
38.0,0.00422261,0.815072,63.0,344.0,512.976,244.279,50.0,48.649,16.5513,7.90885,1.92646,60.0,63.0,48.1614,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97762
39.0,0.00432309,0.882062,63.0,344.0,794.342,492.853,50.0,46.0133,15.2595,18.3703,1.92644,54.0,63.0,48.161,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97762
40.0,0.00442359,0.949058,63.0,344.0,328.216,268.318,50.0,49.0896,13.0336,25.0,1.92642,62.0,63.0,48.1606,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14604,3.97762
41.0,0.00452408,1.0,63.0,344.0,304.261,234.831,50.0,46.1837,13.6368,25.0,1.92643,56.0,63.0,48.1607,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14604,3.97762
42.0,0.00462453,1.0,63.0,344.0,717.184,387.589,50.0,36.0726,9.64699,7.72708,1.92645,36.0,63.0,48.1613,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97764
43.0,0.00472495,1.0,63.0,344.0,1133.32,766.329,50.0,48.9149,6.69483,25.0,1.92647,62.0,63.0,48.1617,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14605,3.97765
44.0,0.00482539,1.0,63.0,344.0,1114.73,835.775,50.0,49.148,4.53904,25.0,1.92647,62.0,63.0,48.1617,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97765
45.0,0.00492588,1.0,63.0,344.0,762.148,642.448,50.0,48.8773,12.0102,12.9629,1.92645,60.0,63.0,48.1614,0.0,0.0,50.0,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap,407.0,0.0,3.0,3.14606,3.97765
